index, V1, N1, N2, N3, N4, N5, N6, N7, N8, V1, E1, E2, E3, E4, E5, E6, E7, E8, V1, S1, S2, S3, S4, S5, S6, S7, S8, V1, W1, W2, W3, W4, W5, W6, W7, W8, V1, C1, C2, C3, C4, C5, C6, C7, C8
80, -0.33070865, 474, 485, 729, 775, 739, 473, 867, 507, -0.33858266, 606, 734, 827, 926, 904, 574, 792, 819, -0.33070865, 474, 835, 500, 722, 830, 776, 485, 606, -0.33070865, 507, 488, 436, 610, 443, 594, 520, 819, -0.37007874, 64, 91, 73, 66, 59, 110, 69, 102
81, -0.32283464, 432, 412, 575, 470, 403, 516, 457, 466, -0.33070865, 451, 692, 473, 438, 456, 407, 463, 596, -0.32283464, 432, 441, 393, 407, 428, 448, 540, 451, -0.32283464, 466, 425, 680, 553, 416, 430, 494, 596, -0.36220473, 36, 40, 47, 35, 38, 39, 34, 67
82, -0.31496063, 614, 767, 516, 431, 374, 630, 515, 657, -0.32283464, 384, 434, 401, 410, 411, 665, 383, 386, -0.31496063, 614, 576, 619, 465, 474, 464, 698, 384, -0.31496063, 657, 640, 427, 708, 660, 676, 722, 386, -0.35433072, 60, 268, 247, 177, 49, 165, 188, 224
83, -0.30708662, 476, 447, 643, 681, 590, 371, 648, 451, -0.31496063, 659, 827, 669, 794, 729, 472, 648, 627, -0.30708662, 476, 613, 439, 733, 685, 659, 428, 659, -0.30708662, 451, 452, 449, 440, 474, 463, 441, 627, -0.3464567, 93, 126, 134, 92, 37, 87, 88, 118
84, -0.2992126, 449, 358, 343, 423, 422, 315, 377, 471, -0.30708662, 412, 419, 497, 447, 447, 449, 482, 446, -0.2992126, 449, 372, 395, 404, 528, 452, 401, 412, -0.2992126, 471, 592, 322, 420, 424, 449, 357, 446, -0.33858266, 54, 122, 82, 86, 50, 68, 101, 125
85, -0.2913386, 363, 324, 402, 360, 356, 305, 428, 421, -0.2992126, 456, 413, 415, 444, 380, 446, 519, 422, -0.2913386, 363, 450, 348, 419, 434, 435, 369, 456, -0.2913386, 421, 386, 330, 401, 376, 320, 302, 422, -0.33070865, 29, 154, 135, 145, 34, 120, 137, 140
86, -0.28346458, 386, 444, 337, 342, 344, 353, 331, 376, -0.2913386, 406, 426, 355, 427, 377, 311, 421, 455, -0.28346458, 386, 397, 334, 480, 321, 367, 407, 406, -0.28346458, 376, 439, 617, 377, 395, 394, 372, 455, -0.32283464, 55, 56, 52, 42, 47, 43, 57, 70
87, -0.27559054, 556, 607, 340, 356, 361, 514, 320, 676, -0.28346458, 338, 384, 364, 325, 313, 634, 333, 329, -0.27559054, 556, 354, 524, 301, 358, 336, 643, 338, -0.27559054, 676, 720, 460, 577, 687, 701, 730, 329, -0.31496063, 72, 136, 133, 139, 50, 117, 167, 132
88, -0.26771653, 380, 291, 611, 613, 629, 417, 586, 401, -0.27559054, 693, 700, 728, 617, 670, 391, 664, 632, -0.26771653, 380, 626, 378, 662, 680, 588, 355, 693, -0.26771653, 401, 433, 358, 358, 358, 390, 381, 632, -0.30708662, 16, 88, 49, 39, 32, 72, 49, 44
89, -0.25984251, 396, 286, 339, 304, 311, 331, 412, 311, -0.26771653, 357, 386, 300, 380, 369, 364, 378, 339, -0.25984251, 396, 414, 424, 364, 368, 401, 401, 357, -0.25984251, 311, 313, 279, 264, 325, 332, 392, 339, -0.2992126, 67, 172, 150, 116, 64, 87, 140, 139
90, -0.2519685, 275, 296, 312, 294, 360, 344, 450, 329, -0.25984251, 365, 370, 355, 351, 418, 251, 365, 327, -0.2519685, 275, 321, 239, 290, 369, 334, 274, 365, -0.2519685, 329, 354, 245, 319, 285, 269, 248, 327, -0.2913386, 26, 151, 174, 142, 27, 127, 147, 180
91, -0.24409449, 211, 256, 203, 259, 300, 263, 315, 302, -0.2519685, 283, 317, 310, 291, 379, 343, 322, 306, -0.24409449, 211, 221, 256, 298, 302, 308, 201, 283, -0.24409449, 302, 273, 174, 273, 315, 320, 237, 306, -0.28346458, 91, 139, 153, 84, 69, 89, 117, 110
92, -0.23622048, 228, 240, 266, 235, 258, 200, 240, 213, -0.24409449, 271, 358, 329, 289, 290, 215, 338, 266, -0.23622048, 228, 267, 174, 276, 240, 280, 252, 271, -0.23622048, 213, 238, 209, 296, 269, 243, 308, 266, -0.27559054, 38, 89, 75, 55, 42, 51, 62, 81
93, -0.22834645, 276, 172, 240, 241, 220, 150, 248, 243, -0.23622048, 321, 293, 260, 294, 255, 218, 307, 244, -0.22834645, 276, 195, 226, 287, 222, 239, 227, 321, -0.22834645, 243, 359, 226, 241, 228, 244, 266, 244, -0.26771653, 52, 81, 60, 43, 40, 52, 48, 60
94, -0.22047244, 205, 197, 220, 235, 147, 242, 193, 160, -0.22834645, 364, 217, 221, 167, 237, 220, 177, 216, -0.22047244, 205, 349, 236, 310, 226, 195, 199, 364, -0.22047244, 160, 231, 464, 264, 339, 278, 211, 216, -0.25984251, 44, 129, 121, 67, 47, 69, 132, 122
95, -0.21259843, 348, 410, 192, 197, 163, 444, 182, 455, -0.22047244, 266, 218, 258, 233, 228, 545, 234, 211, -0.21259843, 348, 242, 471, 230, 190, 203, 494, 266, -0.21259843, 455, 526, 315, 460, 515, 532, 476, 211, -0.2519685, 46, 137, 104, 123, 47, 92, 120, 144
96, -0.20472442, 397, 389, 346, 341, 286, 360, 365, 398, -0.21259843, 508, 507, 557, 696, 530, 324, 495, 684, -0.20472442, 397, 456, 209, 466, 448, 443, 263, 508, -0.20472442, 398, 374, 187, 410, 512, 356, 347, 684, -0.24409449, 75, 128, 129, 76, 50, 70, 78, 94
97, -0.19685039, 188, 237, 380, 398, 259, 168, 330, 246, -0.20472442, 337, 376, 414, 249, 311, 309, 319, 373, -0.19685039, 188, 253, 180, 281, 300, 239, 259, 337, -0.19685039, 246, 210, 236, 234, 227, 219, 272, 373, -0.23622048, 82, 45, 46, 24, 29, 55, 44, 52
98, -0.18897638, 255, 184, 187, 173, 163, 218, 181, 167, -0.19685039, 246, 262, 300, 248, 267, 279, 374, 250, -0.18897638, 255, 166, 164, 222, 215, 284, 373, 246, -0.18897638, 167, 263, 201, 298, 331, 291, 338, 250, -0.22834645, 28, 97, 114, 94, 20, 81, 98, 136
99, -0.18110237, 139, 197, 238, 214, 198, 218, 187, 176, -0.18897638, 299, 326, 343, 333, 290, 222, 246, 328, -0.18110237, 139, 318, 127, 272, 285, 317, 153, 299, -0.18110237, 176, 151, 130, 161, 138, 180, 170, 328, -0.22047244, 44, 84, 49, 60, 32, 64, 77, 99
100, -0.17322835, 184, 175, 166, 171, 121, 173, 199, 198, -0.18110237, 236, 199, 195, 170, 186, 179, 188, 166, -0.17322835, 184, 161, 141, 173, 234, 142, 265, 236, -0.17322835, 198, 157, 107, 205, 187, 166, 197, 166, -0.21259843, 39, 78, 115, 61, 29, 97, 89, 126
101, -0.16535433, 208, 118, 135, 189, 145, 150, 130, 181, -0.17322835, 283, 205, 194, 207, 259, 213, 155, 256, -0.16535433, 208, 165, 153, 204, 185, 167, 227, 283, -0.16535433, 181, 153, 391, 139, 153, 142, 162, 256, -0.20472442, 41, 58, 50, 55, 53, 46, 42, 101
102, -0.15748031, 368, 353, 126, 134, 123, 374, 119, 367, -0.16535433, 185, 198, 212, 213, 162, 443, 171, 183, -0.15748031, 368, 159, 430, 206, 155, 165, 507, 185, -0.15748031, 367, 384, 188, 344, 359, 352, 382, 183, -0.19685039, 26, 83, 72, 81, 34, 91, 97, 75
103, -0.1496063, 160, 192, 390, 318, 363, 204, 348, 154, -0.15748031, 463, 366, 415, 403, 372, 181, 385, 433, -0.1496063, 160, 398, 198, 390, 387, 437, 179, 463, -0.1496063, 154, 164, 177, 154, 102, 157, 225, 433, -0.18897638, 34, 98, 101, 63, 46, 89, 93, 113
104, -0.14173229, 214, 125, 234, 199, 216, 177, 157, 185, -0.1496063, 246, 224, 227, 212, 208, 202, 162, 210, -0.14173229, 214, 170, 187, 131, 111, 190, 174, 246, -0.14173229, 185, 160, 131, 134, 158, 182, 206, 210, -0.18110237, 21, 90, 59, 62, 39, 60, 65, 82
105, -0.13385826, 110, 143, 177, 153, 149, 88, 149, 99, -0.14173229, 285, 170, 177, 207, 208, 111, 155, 208, -0.13385826, 110, 170, 159, 188, 174, 182, 200, 285, -0.13385826, 99, 97, 108, 103, 116, 152, 208, 208, -0.17322835, 87, 79, 57, 72, 42, 76, 132, 37
106, -0.12598425, 64, 89, 90, 91, 90, 134, 105, 80, -0.13385826, 208, 190, 133, 110, 127, 160, 112, 110, -0.12598425, 64, 104, 163, 165, 119, 161, 115, 208, -0.12598425, 80, 75, 126, 106, 76, 112, 95, 110, -0.16535433, 20, 104, 80, 48, 49, 44, 64, 95
107, -0.11811024, 84, 96, 95, 73, 89, 66, 62, 63, -0.12598425, 155, 111, 145, 119, 158, 149, 112, 141, -0.11811024, 84, 69, 98, 133, 104, 95, 109, 155, -0.11811024, 63, 72, 81, 95, 104, 149, 86, 141, -0.15748031, 67, 113, 76, 75, 43, 77, 111, 99
108, -0.11023622, 124, 58, 87, 83, 72, 100, 84, 66, -0.11811024, 122, 97, 108, 89, 95, 109, 123, 153, -0.11023622, 124, 94, 101, 86, 79, 87, 116, 122, -0.11023622, 66, 77, 135, 79, 88, 87, 77, 153, -0.1496063, 45, 146, 124, 115, 36, 129, 123, 152
109, -0.10236221, 77, 59, 67, 59, 84, 92, 49, 120, -0.11023622, 112, 120, 98, 90, 73, 122, 123, 80, -0.10236221, 77, 66, 96, 106, 98, 127, 76, 112, -0.10236221, 120, 93, 136, 141, 154, 162, 118, 80, -0.14173229, 61, 66, 39, 52, 30, 49, 68, 47
110, -0.09448819, 118, 64, 65, 82, 84, 73, 72, 124, -0.10236221, 96, 72, 106, 83, 102, 88, 105, 149, -0.09448819, 118, 80, 125, 82, 147, 78, 102, 96, -0.09448819, 124, 64, 264, 106, 88, 101, 121, 149, -0.13385826, 39, 116, 104, 93, 45, 87, 120, 94
111, -0.08661418, 217, 169, 61, 60, 79, 226, 86, 252, -0.09448819, 93, 63, 120, 91, 89, 283, 70, 90, -0.08661418, 217, 68, 271, 96, 100, 98, 277, 93, -0.08661418, 252, 211, 82, 191, 240, 255, 282, 90, -0.12598425, 53, 69, 62, 67, 41, 56, 70, 74
112, -0.07874016, 48, 55, 217, 220, 214, 63, 213, 57, -0.08661418, 277, 254, 253, 273, 246, 49, 240, 301, -0.07874016, 48, 218, 68, 204, 249, 256, 95, 277, -0.07874016, 57, 60, 58, 46, 54, 54, 82, 301, -0.11811024, 59, 153, 113, 85, 28, 66, 116, 96
113, -0.070866145, 44, 28, 58, 52, 49, 54, 68, 52, -0.07874016, 91, 55, 64, 57, 51, 55, 53, 58, -0.070866145, 44, 69, 34, 74, 59, 90, 64, 91, -0.070866145, 52, 94, 54, 77, 50, 57, 64, 58, -0.11023622, 62, 103, 108, 73, 33, 80, 65, 129
114, -0.062992126, 62, 61, 52, 51, 45, 81, 49, 61, -0.070866145, 60, 72, 56, 52, 51, 55, 46, 81, -0.062992126, 62, 73, 74, 62, 52, 61, 35, 60, -0.062992126, 61, 42, 46, 87, 25, 57, 46, 81, -0.10236221, 20, 72, 45, 35, 45, 42, 60, 49
115, -0.05511811, 39, 50, 101, 67, 64, 41, 64, 29, -0.062992126, 47, 43, 51, 38, 50, 24, 44, 66, -0.05511811, 39, 41, 53, 51, 39, 57, 30, 47, -0.05511811, 29, 41, 24, 49, 35, 25, 47, 66, -0.09448819, 49, 104, 130, 78, 30, 105, 144, 95
116, -0.047244094, 58, 70, 45, 42, 91, 63, 27, 46, -0.05511811, 38, 35, 26, 74, 84, 51, 26, 27, -0.047244094, 58, 28, 43, 44, 51, 27, 32, 38, -0.047244094, 46, 28, 45, 22, 51, 32, 34, 27, -0.08661418, 48, 61, 94, 70, 19, 81, 96, 56
117, -0.03937008, 58, 66, 62, 75, 53, 73, 48, 57, -0.047244094, 32, 31, 49, 23, 18, 46, 42, 25, -0.03937008, 58, 45, 54, 23, 59, 38, 39, 32, -0.03937008, 57, 49, 36, 46, 86, 69, 34, 25, -0.07874016, 21, 76, 71, 53, 48, 48, 79, 69
118, -0.031496063, 21, 22, 65, 66, 78, 14, 69, 42, -0.03937008, 61, 31, 51, 43, 42, 37, 62, 54, -0.031496063, 21, 46, 61, 69, 61, 65, 38, 61, -0.031496063, 42, 19, 41, 46, 22, 39, 43, 54, -0.070866145, 76, 71, 65, 51, 40, 50, 89, 68
119, -0.023622047, 18, 21, 23, 22, 29, 26, 45, 19, -0.031496063, 29, 19, 33, 36, 37, 41, 38, 21, -0.023622047, 18, 21, 43, 38, 26, 21, 33, 29, -0.023622047, 19, 27, 46, 35, 31, 28, 66, 21, -0.062992126, 50, 64, 45, 63, 58, 55, 58, 70
120, -0.015748031, 30, 40, 20, 18, 15, 53, 27, 18, -0.023622047, 37, 33, 48, 35, 31, 40, 42, 42, -0.015748031, 30, 31, 32, 23, 27, 27, 21, 37, -0.015748031, 18, 22, 47, 22, 31, 25, 40, 42, -0.05511811, 33, 72, 86, 47, 30, 61, 121, 95
121, -0.007874016, 40, 25, 17, 21, 34, 63, 31, 41, -0.015748031, 33, 32, 37, 10, 28, 44, 38, 36, -0.007874016, 40, 27, 40, 15, 14, 42, 31, 33, -0.007874016, 41, 35, 44000, 29, 53, 43, 53, 36, -0.047244094, 20, 72, 50, 66, 40, 67, 63, 79
122, 0, 50097, 43844, 56, 24, 25, 42475, 40, 50183, -0.007874016, 44, 29, 31, 20, 15, 42456, 19, 44, 0, 50097, 36, 43673, 50, 56, 46, 44451, 44, 0, 50183, 44443, 42, 42288, 42366, 43876, 45014, 44, -0.03937008, 26, 60, 114, 71, 28, 74, 68, 87
123, 0.007874016, 38, 37, 42742, 41681, 41569, 61, 44544, 27, 0, 49690, 43302, 41725, 41415, 41408, 63, 44136, 50256, 0.007874016, 38, 44029, 56, 42188, 42106, 43839, 44, 49690, 0.007874016, 27, 37, 41, 35, 47, 62, 53, 50256, -0.031496063, 34, 68, 79, 59, 58, 69, 94, 112
124, 0.015748031, 35, 49, 62, 20, 29, 33, 55, 30, 0.007874016, 22, 37, 51, 42, 53, 54, 50, 21, 0.015748031, 35, 49, 52, 36, 51, 30, 36, 22, 0.015748031, 30, 41, 72, 33, 77, 39, 56, 21, -0.023622047, 29, 41, 74, 62, 23, 40, 45, 43
125, 0.023622047, 41, 41, 47, 41, 43, 42, 54, 32, 0.015748031, 90, 37, 41, 43, 40, 38, 44, 46, 0.023622047, 41, 67, 48, 55, 49, 28, 39, 90, 0.023622047, 32, 47, 45, 31, 72, 33, 47, 46, -0.015748031, 37, 68, 74, 77, 41, 76, 91, 100
126, 0.031496063, 32, 62, 51, 46, 57, 56, 66, 62, 0.023622047, 43, 27, 35, 55, 66, 28, 54, 44, 0.031496063, 32, 51, 40, 76, 70, 47, 68, 43, 0.031496063, 62, 116, 86, 53, 34, 69, 83, 44, 0, 22122, 5370, 4785, 7856, 12981, 7823, 4707, 5305
127, 0.03937008, 100, 47, 61, 45, 58, 37, 51, 87, 0.031496063, 42, 36, 46, 48, 31, 33, 52, 58, 0.03937008, 100, 49, 64, 59, 55, 29, 54, 42, 0.03937008, 87, 56, 68, 61, 53, 54, 31, 58, 0.007874016, 37, 123, 69, 78, 93, 90, 73, 126
128, 0.047244094, 69, 69, 31, 61, 63, 72, 48, 72, 0.03937008, 78, 41, 31, 59, 59, 53, 41, 66, 0.047244094, 69, 72, 67, 64, 102, 93, 44, 78, 0.047244094, 72, 56, 86, 70, 80, 79, 49, 66, 0.015748031, 19, 38, 44, 31, 28, 44, 53, 52
129, 0.05511811, 134, 82, 68, 55, 77, 83, 62, 103, 0.047244094, 114, 34, 51, 60, 70, 48, 62, 96, 0.05511811, 134, 56, 87, 87, 48, 71, 62, 114, 0.05511811, 103, 96, 137, 177, 77, 91, 93, 96, 0.023622047, 56, 117, 78, 68, 60, 116, 94, 85
130, 0.062992126, 149, 90, 54, 177, 138, 136, 70, 156, 0.05511811, 82, 62, 37, 89, 109, 60, 54, 100, 0.062992126, 149, 88, 141, 154, 122, 69, 124, 82, 0.062992126, 156, 189, 127, 173, 111, 104, 122, 100, 0.031496063, 25, 93, 57, 76, 49, 62, 103, 101
131, 0.070866145, 133, 126, 151, 179, 172, 94, 97, 162, 0.062992126, 167, 50, 84, 99, 102, 104, 76, 167, 0.070866145, 133, 141, 120, 156, 76, 105, 137, 167, 0.070866145, 162, 154, 133, 187, 109, 135, 159, 167, 0.03937008, 53, 90, 89, 100, 41, 85, 132, 85
132, 0.07874016, 141, 102, 108, 130, 87, 125, 98, 116, 0.070866145, 115, 90, 99, 97, 123, 108, 90, 149, 0.07874016, 141, 156, 139, 167, 138, 156, 189, 115, 0.07874016, 116, 112, 185, 158, 146, 131, 138, 149, 0.047244094, 37, 73, 89, 82, 40, 64, 88, 98
133, 0.08661418, 115, 97, 103, 128, 116, 70, 117, 111, 0.07874016, 181, 125, 84, 112, 112, 68, 92, 128, 0.08661418, 115, 116, 99, 157, 137, 154, 111, 181, 0.08661418, 111, 77, 125, 108, 139, 158, 137, 128, 0.05511811, 68, 77, 99, 66, 32, 66, 88, 71
134, 0.09448819, 145, 130, 69, 112, 110, 101, 110, 151, 0.08661418, 207, 97, 58, 101, 69, 131, 112, 187, 0.09448819, 145, 127, 165, 99, 116, 137, 123, 207, 0.09448819, 151, 123, 264, 177, 181, 129, 136, 187, 0.062992126, 36, 57, 58, 80, 48, 43, 36, 40
135, 0.10236221, 288, 133, 132, 120, 140, 203, 106, 320, 0.09448819, 157, 150, 172, 152, 153, 179, 127, 142, 0.10236221, 288, 145, 237, 158, 170, 138, 239, 157, 0.10236221, 320, 271, 201, 281, 264, 414, 321, 142, 0.070866145, 37, 47, 39, 61, 35, 76, 50, 61
136, 0.11023622, 160, 128, 173, 213, 202, 144, 174, 222, 0.10236221, 315, 292, 200, 228, 208, 109, 241, 358, 0.11023622, 160, 236, 199, 297, 285, 319, 138, 315, 0.11023622, 222, 170, 282, 187, 168, 214, 195, 358, 0.07874016, 24, 114, 77, 71, 55, 123, 70, 76
137, 0.11811024, 242, 272, 161, 216, 160, 266, 140, 281, 0.11023622, 220, 109, 139, 158, 127, 304, 122, 254, 0.11811024, 242, 144, 340, 183, 158, 146, 308, 220, 0.11811024, 281, 267, 230, 380, 385, 325, 324, 254, 0.08661418, 48, 151, 104, 70, 32, 96, 98, 119
138, 0.12598425, 211, 158, 219, 292, 248, 121, 216, 246, 0.11811024, 373, 270, 267, 302, 299, 162, 255, 316, 0.12598425, 211, 267, 214, 293, 319, 368, 207, 373, 0.12598425, 246, 152, 137, 200, 177, 181, 173, 316, 0.09448819, 39, 31, 45, 53, 45, 45, 51, 40
139, 0.13385826, 149, 145, 175, 151, 144, 108, 149, 151, 0.12598425, 204, 212, 128, 162, 163, 137, 174, 243, 0.13385826, 149, 171, 150, 206, 197, 170, 250, 204, 0.13385826, 151, 157, 151, 152, 168, 213, 220, 243, 0.10236221, 71, 117, 114, 75, 47, 76, 93, 124
140, 0.14173229, 107, 150, 101, 149, 111, 133, 147, 144, 0.13385826, 204, 110, 156, 131, 156, 137, 85, 236, 0.14173229, 107, 153, 170, 158, 140, 173, 225, 204, 0.14173229, 144, 150, 179, 131, 184, 256, 154, 236, 0.11023622, 47, 133, 105, 64, 39, 63, 89, 120
141, 0.1496063, 100, 187, 114, 107, 124, 163, 141, 223, 0.14173229, 138, 134, 142, 122, 96, 129, 113, 166, 0.1496063, 100, 144, 146, 129, 109, 200, 198, 138, 0.1496063, 223, 165, 194, 185, 173, 137, 200, 166, 0.11811024, 41, 53, 49, 78, 30, 36, 89, 98
142, 0.15748031, 141, 134, 115, 98, 122, 132, 158, 203, 0.1496063, 209, 183, 146, 161, 184, 155, 115, 283, 0.15748031, 141, 266, 148, 112, 160, 143, 146, 209, 0.15748031, 203, 153, 227, 156, 157, 200, 210, 283, 0.12598425, 71, 95, 100, 88, 76, 76, 94, 114
143, 0.16535433, 230, 210, 128, 166, 173, 206, 149, 202, 0.15748031, 278, 175, 182, 173, 137, 196, 166, 182, 0.16535433, 230, 187, 185, 164, 163, 219, 207, 278, 0.16535433, 202, 169, 210, 273, 235, 204, 255, 182, 0.13385826, 30, 30, 37, 36, 51, 57, 45, 56
144, 0.17322835, 242, 156, 191, 138, 182, 194, 158, 192, 0.16535433, 317, 203, 218, 228, 240, 214, 229, 179, 0.17322835, 242, 183, 181, 202, 215, 217, 264, 317, 0.17322835, 192, 194, 291, 299, 245, 216, 283, 179, 0.14173229, 61, 235, 217, 101, 47, 118, 204, 152
145, 0.18110237, 243, 205, 142, 175, 154, 230, 158, 272, 0.17322835, 170, 173, 259, 214, 220, 216, 189, 344, 0.18110237, 243, 173, 283, 211, 159, 287, 239, 170, 0.18110237, 272, 285, 208, 296, 235, 309, 320, 344, 0.1496063, 52, 83, 100, 58, 35, 62, 63, 93
146, 0.18897638, 223, 160, 146, 198, 210, 173, 183, 252, 0.18110237, 247, 190, 238, 229, 251, 257, 216, 358, 0.18897638, 223, 181, 173, 261, 260, 244, 253, 247, 0.18897638, 252, 267, 246, 247, 273, 303, 243, 358, 0.15748031, 33, 75, 71, 42, 38, 57, 75, 83
147, 0.19685039, 231, 158, 207, 185, 165, 147, 182, 204, 0.18897638, 223, 188, 169, 242, 240, 184, 156, 221, 0.19685039, 231, 213, 199, 263, 210, 198, 217, 223, 0.19685039, 204, 199, 431, 220, 314, 248, 259, 221, 0.16535433, 53, 81, 96, 72, 41, 49, 47, 96
148, 0.20472442, 326, 337, 174, 152, 199, 353, 155, 363, 0.19685039, 246, 224, 209, 248, 267, 345, 239, 233, 0.20472442, 326, 159, 385, 242, 274, 242, 468, 246, 0.20472442, 363, 455, 236, 474, 391, 442, 482, 233, 0.17322835, 56, 57, 65, 30, 52, 62, 65, 61
149, 0.21259843, 203, 177, 282, 393, 272, 272, 359, 310, 0.20472442, 523, 440, 403, 497, 403, 282, 402, 530, 0.21259843, 203, 407, 239, 447, 391, 360, 234, 523, 0.21259843, 310, 340, 291, 307, 255, 259, 191, 530, 0.18110237, 29, 82, 97, 105, 54, 100, 84, 82
150, 0.22047244, 250, 208, 219, 221, 189, 215, 172, 293, 0.21259843, 262, 257, 283, 329, 221, 237, 270, 346, 0.22047244, 250, 257, 246, 297, 278, 252, 256, 262, 0.22047244, 293, 315, 406, 265, 321, 226, 347, 346, 0.18897638, 50, 80, 52, 44, 54, 68, 69, 75
151, 0.22834645, 380, 329, 180, 251, 239, 342, 218, 357, 0.22047244, 346, 281, 316, 342, 256, 414, 232, 360, 0.22834645, 380, 236, 390, 308, 236, 271, 395, 346, 0.22834645, 357, 366, 316, 383, 442, 356, 335, 360, 0.19685039, 46, 111, 98, 56, 42, 42, 89, 100
152, 0.23622048, 236, 281, 345, 266, 331, 206, 397, 231, 0.22834645, 388, 390, 300, 342, 255, 326, 325, 430, 0.23622048, 236, 464, 311, 338, 487, 373, 324, 388, 0.23622048, 231, 266, 597, 385, 327, 280, 359, 430, 0.20472442, 31, 68, 98, 64, 65, 59, 68, 84
153, 0.24409449, 451, 422, 244, 228, 202, 499, 272, 655, 0.23622048, 275, 425, 275, 315, 357, 443, 246, 288, 0.24409449, 451, 290, 388, 404, 212, 335, 495, 275, 0.24409449, 655, 622, 365, 522, 627, 575, 651, 288, 0.21259843, 60, 54, 40, 61, 25, 42, 60, 67
154, 0.2519685, 300, 286, 517, 440, 480, 274, 507, 350, 0.24409449, 550, 511, 458, 525, 500, 334, 513, 547, 0.2519685, 300, 488, 340, 409, 453, 449, 420, 550, 0.2519685, 350, 395, 244, 402, 425, 399, 450, 547, 0.22047244, 44, 63, 92, 81, 37, 102, 95, 96
155, 0.25984251, 215, 223, 242, 357, 316, 232, 240, 301, 0.2519685, 323, 364, 300, 471, 493, 316, 312, 367, 0.25984251, 215, 355, 237, 370, 308, 297, 320, 323, 0.25984251, 301, 198, 451, 325, 247, 258, 300, 367, 0.22834645, 37, 37, 31, 42, 39, 43, 29, 37
156, 0.26771653, 470, 362, 200, 234, 243, 303, 208, 443, 0.25984251, 316, 211, 385, 343, 293, 494, 279, 209, 0.26771653, 470, 217, 451, 279, 233, 247, 488, 316, 0.26771653, 443, 414, 280, 433, 435, 447, 482, 209, 0.23622048, 65, 126, 93, 90, 38, 79, 106, 104
157, 0.27559054, 312, 243, 324, 469, 452, 281, 361, 414, 0.26771653, 470, 440, 498, 423, 389, 327, 406, 512, 0.27559054, 312, 341, 333, 411, 548, 364, 404, 470, 0.27559054, 414, 314, 288, 284, 383, 365, 336, 512, 0.24409449, 54, 111, 139, 109, 55, 89, 102, 118
158, 0.28346458, 299, 360, 227, 204, 215, 240, 258, 332, 0.27559054, 360, 388, 326, 272, 261, 391, 308, 377, 0.28346458, 299, 301, 281, 271, 282, 356, 314, 360, 0.28346458, 332, 425, 301, 329, 348, 348, 388, 377, 0.2519685, 53, 149, 120, 124, 37, 72, 121, 119
159, 0.2913386, 337, 351, 339, 348, 247, 347, 307, 325, 0.28346458, 323, 314, 299, 296, 332, 317, 325, 385, 0.2913386, 337, 427, 351, 285, 394, 352, 302, 323, 0.2913386, 325, 334, 519, 364, 364, 364, 275, 385, 0.25984251, 47, 47, 53, 50, 35, 60, 46, 42
160, 0.2992126, 582, 630, 281, 292, 274, 436, 314, 455, 0.2913386, 440, 385, 408, 419, 483, 452, 319, 397, 0.2992126, 582, 340, 421, 456, 474, 422, 387, 440, 0.2992126, 455, 611, 668, 507, 437, 531, 532, 397, 0.26771653, 38, 104, 65, 73, 21, 67, 101, 78
161, 0.30708662, 757, 758, 487, 507, 478, 672, 662, 727, 0.2992126, 556, 563, 549, 541, 553, 1021, 559, 518, 0.30708662, 757, 597, 776, 486, 439, 525, 759, 556, 0.30708662, 727, 849, 529, 801, 832, 729, 720, 518, 0.27559054, 48, 99, 75, 58, 27, 87, 106, 77
162, 0.31496063, 542, 570, 683, 796, 746, 531, 771, 539, 0.30708662, 943, 799, 814, 885, 787, 627, 691, 803, 0.31496063, 542, 738, 589, 833, 743, 693, 490, 943, 0.31496063, 539, 552, 558, 705, 687, 571, 488, 803, 0.28346458, 34, 100, 84, 103, 41, 54, 62, 79
163, 0.32283464, 529, 390, 562, 460, 543, 429, 529, 476, 0.31496063, 740, 632, 647, 523, 570, 405, 590, 493, 0.32283464, 529, 516, 565, 540, 571, 384, 499, 740, 0.32283464, 476, 655, 524, 510, 491, 452, 512, 493, 0.2913386, 54, 135, 108, 101, 43, 97, 106, 133
164, 0.33070865, 551, 486, 500, 376, 418, 463, 537, 627, 0.32283464, 467, 594, 394, 420, 430, 458, 514, 507, 0.33070865, 551, 537, 445, 610, 357, 430, 489, 467, 0.33070865, 627, 516, 672, 378, 542, 518, 432, 507, 0.2992126, 24, 67, 43, 52, 39, 32, 44, 79
165, 0.33858266, 484, 666, 349, 495, 467, 536, 406, 631, 0.33070865, 390, 591, 510, 557, 513, 680, 552, 424, 0.33858266, 484, 512, 613, 355, 395, 421, 589, 390, 0.33858266, 631, 577, 491, 688, 622, 782, 543, 424, 0.30708662, 71, 136, 148, 122, 74, 107, 148, 150
166, 0.3464567, 393, 356, 566, 691, 512, 539, 656, 484, 0.33858266, 592, 670, 671, 631, 641, 400, 798, 721, 0.3464567, 393, 486, 457, 535, 649, 657, 490, 592, 0.3464567, 484, 554, 570, 470, 446, 471, 607, 721, 0.31496063, 37, 47, 51, 54, 55, 46, 33, 67
167, 0.35433072, 524, 505, 369, 464, 361, 505, 404, 459, 0.3464567, 477, 495, 551, 413, 442, 463, 408, 366, 0.35433072, 524, 424, 508, 459, 493, 561, 535, 477, 0.35433072, 459, 512, 850, 453, 539, 422, 568, 366, 0.32283464, 36, 143, 117, 105, 57, 106, 140, 125
